['1By1AaGzTMrWRLoNZYFilk', 'https://p.scdn.co/mp3-preview/92e2a1ffdc9aaadc11bb8cbd600c3ab78281627d?cid=802d45d459874f0386ed3e9c79d0c6df', 'Cry Our Little Eyes Out', 'Cut Yourself a Switch', 'Catherine Irwin', 0]
['1vXxLuJHY58zD4kgR73wPy', 'https://p.scdn.co/mp3-preview/8b783daa1a205b96d0786d029f4c9cc146fb78a8?cid=802d45d459874f0386ed3e9c79d0c6df', 'Der tote Trakt', '16[485]', 'Agrypnie', 15]
['54Vw4VWip6czIURT1Xj67d', 'https://p.scdn.co/mp3-preview/c660082f986202faa527fcaf4b228a5e90530909?cid=802d45d459874f0386ed3e9c79d0c6df', 'Kadavergehorsam', '16[485]', 'Agrypnie', 10]
['7KlYuXj1LnF9JnfV2JCfWt', 'https://p.scdn.co/mp3-preview/2bcdfec6aa080ab9a01f58b1673e4b8e55b489b6?cid=802d45d459874f0386ed3e9c79d0c6df', 'Verfall', '16[485]', 'Agrypnie', 6]
['0bcxmDmfxeu2scTW3Xgl12', 'https://p.scdn.co/mp3-preview/2eb7097289d5da71b829e35cd61f3654d16f4871?cid=802d45d459874f0386ed3e9c79d0c6df', 'Schlaf', '16[485]', 'Agrypnie', 9]
['11yiREUWo6OlkFWNtxuiDJ', 'https://p.scdn.co/mp3-preview/579514f825e594b67eadff0f797294b1f8baa9fb?cid=802d45d459874f0386ed3e9c79d0c6df', 'Zorn', '16[485]', 'Agrypnie', 10]
['3nv9taJ4QDPaoom6QNj1Z5', 'https://p.scdn.co/mp3-preview/c014f35f77e5bcad2503eafee68f42970512d1d8?cid=802d45d459874f0386ed3e9c79d0c6df', 'F15.2', '16[485]', 'Agrypnie', 5]
['5e6JxP18JqHRhX8v2yU5lG', 'https://p.scdn.co/mp3-preview/c66815cbf2dac1ab45d237f27f1aef83e84d18e4?cid=802d45d459874f0386ed3e9c79d0c6df', 'Morgen', '16[485]', 'Agrypnie', 6]
['6JnL3vMFmkLg7Dm41OI9WE', 'https://p.scdn.co/mp3-preview/57b43df1adfbf465de6c3503e604c5b01616098b?cid=802d45d459874f0386ed3e9c79d0c6df', '16[485] / Brücke aus Glas', '16[485]', 'Agrypnie', 6]
['1VRDq23kRRhaIDY4acZnhc', 'https://p.scdn.co/mp3-preview/f0137ea9fcedee0f0514fd43f15bdbda0cd966c2?cid=802d45d459874f0386ed3e9c79d0c6df', 'Trümmer / Aetas Cineris', 'Aetas Cineris', 'Agrypnie', 7]
['5IaqgDEpcrHTqS8bfZnKWC', 'https://p.scdn.co/mp3-preview/148eef1e3912c09552c2f2f9a241776a319832d5?cid=802d45d459874f0386ed3e9c79d0c6df', 'Dezember', 'Aetas Cineris', 'Agrypnie', 5]
['6rmvNNsRD5J2jNKldsh2JS', 'https://p.scdn.co/mp3-preview/bc215b19b39811dfeda326ddecea7da693c70fce?cid=802d45d459874f0386ed3e9c79d0c6df', 'Zurück', 'Aetas Cineris', 'Agrypnie', 5]
['5it7P4a7oWvttRcX2ejQdL', 'https://p.scdn.co/mp3-preview/2dd26c2e17b7b332679d59e5aee4e99c63a325ba?cid=802d45d459874f0386ed3e9c79d0c6df', 'Kosmos [Alpha]', 'Aetas Cineris', 'Agrypnie', 3]
['1CoeW0hjZNco9LU5drTigi', 'https://p.scdn.co/mp3-preview/4fd4c4edf8b6455eda33cda50d654da1dda310b7?cid=802d45d459874f0386ed3e9c79d0c6df', 'Gnōsis', 'Aetas Cineris', 'Agrypnie', 3]
['2EbqrQUfFd78pndKClTdbU', 'https://p.scdn.co/mp3-preview/c9a700dd119969a26cb3b41859f4edffd790671f?cid=802d45d459874f0386ed3e9c79d0c6df', 'Erwachen', 'Aetas Cineris', 'Agrypnie', 4]
['4a8UJD1xf2KY46KH0VZoQa', 'https://p.scdn.co/mp3-preview/08d42ca1fcb2f53f664d9c2b2b03a899cb7ab18c?cid=802d45d459874f0386ed3e9c79d0c6df', 'Sinnflut', 'Aetas Cineris', 'Agrypnie', 4]
['4eUw0yAJWZkSK4sXsPXP93', 'https://p.scdn.co/mp3-preview/23a1eaa1aa52cf4db0d7d551f62655d1af8fe2e9?cid=802d45d459874f0386ed3e9c79d0c6df', 'Asche', 'Aetas Cineris', 'Agrypnie', 4]
['1QC7vpmKZW0Nb3I16f9jND', 'https://p.scdn.co/mp3-preview/99f8e4ae41d15758dfbb3e2bcbfa913890afc155?cid=802d45d459874f0386ed3e9c79d0c6df', 'King - Radio Edit', 'King (Radio Edit)', 'Ahzee', 42]
['1rMxJoNRsISEMuneh9Znz0', 'https://p.scdn.co/mp3-preview/c329ae0e51b311a8193ae38a735d672a074c0c7a?cid=802d45d459874f0386ed3e9c79d0c6df', 'Dear John', 'The Forgotten Arm', 'Aimee Mann', 16]
['7dQC53NiYOY9gKg3Qsu2Bs', 'https://p.scdn.co/mp3-preview/2356a8488bc0283aca64bbb48546ddec61263ec3?cid=802d45d459874f0386ed3e9c79d0c6df', 'All Out of Love', 'Lost in Love', 'Air Supply', 72]
['3est4FrRAujQJT13JQmCm9', 'https://p.scdn.co/mp3-preview/2770d9a6537883e146f49a9542cebf31a0af93f0?cid=802d45d459874f0386ed3e9c79d0c6df', 'Ready To Rock', 'Black Dog Barking (Special Edition)', 'Airbourne', 47]
['3est4FrRAujQJT13JQmCm9', 'https://p.scdn.co/mp3-preview/2770d9a6537883e146f49a9542cebf31a0af93f0?cid=802d45d459874f0386ed3e9c79d0c6df', 'Ready To Rock', 'Black Dog Barking (Special Edition)', 'Airbourne', 47]
['0FI8DNvWW5V1gXg7AIdeE0', 'https://p.scdn.co/mp3-preview/b0d3358546cadfa61b0c432a99fee14152a65fd8?cid=802d45d459874f0386ed3e9c79d0c6df', 'Animalize', 'Black Dog Barking', 'Airbourne', 41]
['3bw4dbUvu5QA3wqHgaCctQ', 'https://p.scdn.co/mp3-preview/ab8b0402b3f05cc46e4c3bef3c6c281518ca6621?cid=802d45d459874f0386ed3e9c79d0c6df', 'No One Fits Me (Better Than You)', 'Black Dog Barking', 'Airbourne', 36]
['2XjeZEdPK7Qo66Z7ONp854', 'https://p.scdn.co/mp3-preview/c2f529c11fd9b0a651f136bfaddb79195f107069?cid=802d45d459874f0386ed3e9c79d0c6df', 'Back In the Game', 'Black Dog Barking (Special Edition)', 'Airbourne', 60]
['4rfuiubJrkvf8th4gvLShg', 'https://p.scdn.co/mp3-preview/545230881bfcabf5b61ae61f233669d01c6cb9bb?cid=802d45d459874f0386ed3e9c79d0c6df', 'Firepower', 'Black Dog Barking (Special Edition)', 'Airbourne', 39]
['0sa1kd1ZDMHopmdY66GcOQ', 'https://p.scdn.co/mp3-preview/7daf9c698d534a8c18c6f4ac0af943df10bea2c8?cid=802d45d459874f0386ed3e9c79d0c6df', 'Live It Up', 'Black Dog Barking', 'Airbourne', 59]
['11CQUTRdiBtrVUV3O722XK', 'https://p.scdn.co/mp3-preview/f87e2c1ccfe2fbb83f64864b330d9f984dcc756b?cid=802d45d459874f0386ed3e9c79d0c6df', 'Woman Like That', 'Black Dog Barking', 'Airbourne', 37]
['0gikB5drRUOd3BLk3sNZz8', 'https://p.scdn.co/mp3-preview/5113a99ed7493aec4a3b1e653b23979de1202749?cid=802d45d459874f0386ed3e9c79d0c6df', 'Hungry', 'Black Dog Barking (Special Edition)', 'Airbourne', 43]
['1d4gfankMuA7ghLkNRYeeF', 'https://p.scdn.co/mp3-preview/e54700e5eb655002d8e4be7b5166039ef6d784da?cid=802d45d459874f0386ed3e9c79d0c6df', 'Cradle to the Grave', 'Black Dog Barking', 'Airbourne', 35]
['1lDFuEl7OCdl1ZU4xDyJ3u', 'https://p.scdn.co/mp3-preview/dd8d7c9b7a6b421ebc61f0a1fe0f2b34767e20e1?cid=802d45d459874f0386ed3e9c79d0c6df', 'Black Dog Barking', 'Black Dog Barking', 'Airbourne', 41]
['7rlCeTnjn0plPZkVAcctPZ', 'https://p.scdn.co/mp3-preview/a69f4961e716cd15bc720346063505ae623bbf1c?cid=802d45d459874f0386ed3e9c79d0c6df', 'Bills', 'Bills', 'LunchMoney Lewis', 61]
['4IYKjN1DrYzxKXt0umJqsG', 'https://p.scdn.co/mp3-preview/27b0729e5835bbaa4227052853f47018068a5ecd?cid=802d45d459874f0386ed3e9c79d0c6df', 'I Got 5 On It', 'Operation Stackola', 'Luniz', 76]
['5YwgJ6lpZ3SiAQwBEpjqey', 'https://p.scdn.co/mp3-preview/e7e6ce2e07c235b46e6ed6cf3ac8ce6ad2eaa537?cid=802d45d459874f0386ed3e9c79d0c6df', 'Rose Garden', 'Rose Garden', 'Lynn Anderson', 65]
['7e89621JPkKaeDSTQ3avtg', 'https://p.scdn.co/mp3-preview/16bd5f9f14f5136e4d80c67e7ddee4d47373aaf4?cid=802d45d459874f0386ed3e9c79d0c6df', 'Sweet Home Alabama', 'Second Helping (Expanded Edition)', 'Lynyrd Skynyrd', 82]
['0csBvjhn08XTANLWQTvL3E', 'https://p.scdn.co/mp3-preview/9dad80376b21d56cb0cd5376dfe3fb0383c1694d?cid=802d45d459874f0386ed3e9c79d0c6df', 'Use Somebody', 'Bells', 'Laura Jansen', 37]
['5FsgkccFspmixouUEJbW6F', 'https://p.scdn.co/mp3-preview/3227aa55aec47147eacefeabdf66eb8a3843d721?cid=802d45d459874f0386ed3e9c79d0c6df', "America's Stonehenge", 'Mystical America', 'Laura Sullivan', 30]
['4VtwPCTDBA6whhkVSHMJ43', 'https://p.scdn.co/mp3-preview/e1d33734143e3ac00b4c6deaf47f9f5fe8b50ca5?cid=802d45d459874f0386ed3e9c79d0c6df', 'The Serpent Mound', 'Mystical America', 'Laura Sullivan', 13]
['4bnutybG1itDcpyoQo2Uoc', 'https://p.scdn.co/mp3-preview/6af750cf54b1d3d1d62c4e7f075e0bfe2e8a36a4?cid=802d45d459874f0386ed3e9c79d0c6df', 'Habit', 'Habit', 'Laurell', 67]
['2c0hefpquCG3NEYJzzV9fn', 'https://p.scdn.co/mp3-preview/86b7742b2258be42a5cbcc54a92a53c27bc108be?cid=802d45d459874f0386ed3e9c79d0c6df', 'No Stress - Radio Edit', 'Wash My World', 'Laurent Wolf', 33]
['0vYlZxKPDw2GtkK8Xa5PI9', 'https://p.scdn.co/mp3-preview/68e012a40e5577514c4ff0e4fa191c46cc684b05?cid=802d45d459874f0386ed3e9c79d0c6df', 'Thunder & Lightning', 'Life Goes On', 'Azedia', 35]
['1QPYEf28qLRlchYensNLGU', 'https://p.scdn.co/mp3-preview/38ba793a43c90c84a8e2d6cb24a7b11a408a9075?cid=802d45d459874f0386ed3e9c79d0c6df', 'New Romance', 'Raw, Vol. 1', 'Azekel', 26]
['4Mnbbz1rNVIdF5jBC9NmJ7', 'https://p.scdn.co/mp3-preview/ec08e98d774084496c45662dcd93f61a056b9e85?cid=802d45d459874f0386ed3e9c79d0c6df', 'Somewhere in My Heart', 'Love', 'Aztec Camera', 41]
['6yH32cEs7cxX7ofsL5FeVp', 'https://p.scdn.co/mp3-preview/9c85a101ba2169d57c8d510944be4924d7e4f2d3?cid=802d45d459874f0386ed3e9c79d0c6df', 'If You Fall', 'Hold on Love', 'Azure Ray', 22]
['4ZZd1CLMuF50ZW7t515S6l', 'https://p.scdn.co/mp3-preview/8308cf47e6c7b82a41876aa684fc1f42abb382b2?cid=802d45d459874f0386ed3e9c79d0c6df', 'November', 'November', 'Azure Ray', 29]
['3IEKg0nIZvNLHSNqio8F9b', 'https://p.scdn.co/mp3-preview/eea2674ecfaa2ec583fe909b16b915c666a82f93?cid=802d45d459874f0386ed3e9c79d0c6df', 'Sea of Doubts', 'Hold on Love', 'Azure Ray', 14]
['0ggGTGpdhiWCQHY7UoNDI2', 'https://p.scdn.co/mp3-preview/dcd9c5001c48e5dac34ac5c6b989702dd44aa18c?cid=802d45d459874f0386ed3e9c79d0c6df', 'Jailer', 'ASA (Asha) [Deluxe Edition]', 'Aṣa', 52]
['6c9nkeetGbsoXa7d5E1wHa', 'https://p.scdn.co/mp3-preview/7e7f72c5ca9b5a0c0846530847c822c9230e2bbe?cid=802d45d459874f0386ed3e9c79d0c6df', 'Crying in the Rain', 'East of the Sun, West of the Moon', 'a-ha', 63]
['3Cm2bgwzocxsB5sD6g8VSL', 'https://p.scdn.co/mp3-preview/a0c3b4d965e580e7f7e9a03e571777124ae460e4?cid=802d45d459874f0386ed3e9c79d0c6df', 'Foot Of The Mountain', 'Foot Of The Mountain', 'a-ha', 51]
['5tewIdMVsaJWN19ZnmnPNN', 'https://p.scdn.co/mp3-preview/34c088189a8428be1eb4997919d8914bb3094216?cid=802d45d459874f0386ed3e9c79d0c6df', 'Hunting High and Low', 'Hunting High and Low', 'a-ha', 64]
['2ejkRnZWPACfuqr06gFw1w', 'https://p.scdn.co/mp3-preview/931f6d9939bdd15baef25f3a58b238efa25e70d1?cid=802d45d459874f0386ed3e9c79d0c6df', 'Stay on These Roads', 'Stay on These Roads', 'a-ha', 63]
['5UHuuQGEgMbZrYnHjQG9ny', 'https://p.scdn.co/mp3-preview/c33f1e415457edd99ee95bae265d2a761a2d24f3?cid=802d45d459874f0386ed3e9c79d0c6df', 'Take on Me - Kygo Remix', 'Take on Me (Kygo Remix)', 'a-ha', 56]
['2WfaOiMkCvy7F5fcp2zZ8L', 'https://p.scdn.co/mp3-preview/a342cf75ae57096bf3ec2f5bb9496fbe0c46a1e7?cid=802d45d459874f0386ed3e9c79d0c6df', 'Take on Me', 'Hunting High and Low', 'a-ha', 87]
['0HoaLXRp7jJtdQFunUyUGc', 'https://p.scdn.co/mp3-preview/552f363c6216396459ac4886093cabc425303c36?cid=802d45d459874f0386ed3e9c79d0c6df', 'The Sun Always Shines on T.V.', 'Hunting High and Low', 'a-ha', 66]
['6M0DNE7x5OpwEJmplkmHrt', 'https://p.scdn.co/mp3-preview/429959971d75c49f11da12d4f75ea7e5f47829df?cid=802d45d459874f0386ed3e9c79d0c6df', 'Cry Wolf', 'Headlines and Deadlines - The Hits of a-ha', 'a-ha', 23]
['1PI1WV5pfo8QgMxz4jt8Wp', 'https://p.scdn.co/mp3-preview/2ebcdb01cd248cdbedab48e72639fa83299a8536?cid=802d45d459874f0386ed3e9c79d0c6df', 'Touchy!', 'Headlines and Deadlines - The Hits of a-ha', 'a-ha', 23]
['2VxQpJamDatJEx41Ugwq9t', 'https://p.scdn.co/mp3-preview/ebd4d48bac7ceac982514f1207544a73ceb75cc3?cid=802d45d459874f0386ed3e9c79d0c6df', 'You Are the One - Remix', 'Headlines and Deadlines - The Hits of a-ha', 'a-ha', 25]
['1Zd8JTzTCEId6iJRaCacEm', 'https://p.scdn.co/mp3-preview/caad66f87bed397135e1a08de74788b95e30b198?cid=802d45d459874f0386ed3e9c79d0c6df', 'Manhattan Skyline', 'Headlines and Deadlines - The Hits of a-ha', 'a-ha', 22]
['5v7WsjQOOEhJJO8iVXOz1u', 'https://p.scdn.co/mp3-preview/1994e7cd364d26c7c3f1b3a84940eb11b9e4bcb0?cid=802d45d459874f0386ed3e9c79d0c6df', 'The Blood That Moves the Body', 'Headlines and Deadlines - The Hits of a-ha', 'a-ha', 23]
['3V9WeYJJrbT4Jm6HLQlLVn', 'https://p.scdn.co/mp3-preview/8c34c6f3b6fcf5ee84956a89372d0e88e0504be7?cid=802d45d459874f0386ed3e9c79d0c6df', 'Early Morning', 'Headlines and Deadlines - The Hits of a-ha', 'a-ha', 21]
['1wtizR0LnQZaoK7DIVdnUn', 'https://p.scdn.co/mp3-preview/1b46693ff876a4c174fae51fde753b0dce3faab1?cid=802d45d459874f0386ed3e9c79d0c6df', 'Hunting High and Low - Remix', 'Headlines and Deadlines - The Hits of a-ha', 'a-ha', 23]
['6TMeb1leS56wBxNeJNk2Ne', 'https://p.scdn.co/mp3-preview/b19e837a4fe0b961663f17eac159f88b1c55d0b8?cid=802d45d459874f0386ed3e9c79d0c6df', 'Move to Memphis', 'Headlines and Deadlines - The Hits of a-ha', 'a-ha', 19]
['6qfitp5wDqZiGT12qqsCOC', 'https://p.scdn.co/mp3-preview/8ce449e98ac66de7e3ed2ad0ee7aa9fb72b96f4d?cid=802d45d459874f0386ed3e9c79d0c6df', 'The Living Daylights - Single Version', 'Headlines and Deadlines - The Hits of a-ha', 'a-ha', 23]
['7h2Mxv4G2dBGyub8DLICDC', 'https://p.scdn.co/mp3-preview/59455177c7698c5c279522ff3c94251e4808186e?cid=802d45d459874f0386ed3e9c79d0c6df', 'Crying in the Rain', 'Headlines and Deadlines - The Hits of a-ha', 'a-ha', 23]
['3relnbaNyvrFVTsGkZRHpd', 'https://p.scdn.co/mp3-preview/56329de66d62f0aa7332004c661576455e8a347c?cid=802d45d459874f0386ed3e9c79d0c6df', 'I Call Your Name', 'Headlines and Deadlines - The Hits of a-ha', 'a-ha', 20]
['5PPlx2eDHfyus5LcmYZhov', 'https://p.scdn.co/mp3-preview/0ccd76456b93a40706093b982d0f9a33cf32cfb4?cid=802d45d459874f0386ed3e9c79d0c6df', 'Stay on These Roads', 'Headlines and Deadlines - The Hits of a-ha', 'a-ha', 24]
['6ic5R1ARJ1QJXwvXw0mgK7', 'https://p.scdn.co/mp3-preview/092137674edae354bd6c4681d4fe8528f9377059?cid=802d45d459874f0386ed3e9c79d0c6df', 'Train of Thought - Remix', 'Headlines and Deadlines - The Hits of a-ha', 'a-ha', 23]
['5OPYWJGxtHii0VyMo6PiSN', 'https://p.scdn.co/mp3-preview/b61391f188d7732576a3f5ce1bf42e085b8e258b?cid=802d45d459874f0386ed3e9c79d0c6df', 'The Sun Always Shines on T.V.', 'Headlines and Deadlines - The Hits of a-ha', 'a-ha', 22]
['5l5FQgxgI7PSIK4MBYGnJW', 'https://p.scdn.co/mp3-preview/3b7d18d72c2d04c94dadaa62ced9b177b173e077?cid=802d45d459874f0386ed3e9c79d0c6df', 'The Bandstand', 'Foot Of The Mountain', 'a-ha', 31]
['2q3YY9fTNv8E0LKmFJk2Ov', 'https://p.scdn.co/mp3-preview/1f5fe8232f6691c36b77f15d1ff0fc763ae69508?cid=802d45d459874f0386ed3e9c79d0c6df', 'Riding The Crest', 'Foot Of The Mountain', 'a-ha', 24]
['1KOj2uasXrWcIhUWfD8bSg', 'https://p.scdn.co/mp3-preview/d79d4fd53bd7d9585600b5a1253980268897828e?cid=802d45d459874f0386ed3e9c79d0c6df', 'What There Is', 'Foot Of The Mountain', 'a-ha', 38]
['3Cm2bgwzocxsB5sD6g8VSL', 'https://p.scdn.co/mp3-preview/a0c3b4d965e580e7f7e9a03e571777124ae460e4?cid=802d45d459874f0386ed3e9c79d0c6df', 'Foot Of The Mountain', 'Foot Of The Mountain', 'a-ha', 51]
['2Nkq8hCwOXlXDA7jAgncw5', 'https://p.scdn.co/mp3-preview/3f8f835f7da796a4112a41a49b5c53a0a05163b8?cid=802d45d459874f0386ed3e9c79d0c6df', 'Real Meaning', 'Foot Of The Mountain', 'a-ha', 22]
['2Bzz1hp8cGP30NVkc7NhHG', 'https://p.scdn.co/mp3-preview/ded00f728e82122f575914117b1f29d3c17d29a3?cid=802d45d459874f0386ed3e9c79d0c6df', 'Shadowside', 'Foot Of The Mountain', 'a-ha', 27]
['1UWJo2LHd6ZkPB5GBq76lK', 'https://p.scdn.co/mp3-preview/066db65bae7d430a67e7312eb6ba924d43b0e3a2?cid=802d45d459874f0386ed3e9c79d0c6df', 'Nothing Is Keeping You Here', 'Foot Of The Mountain', 'a-ha', 27]
['4jzYMbQOASOOORIxipLaYH', 'https://p.scdn.co/mp3-preview/5f481fd7b44ecd6d6148e423430f928990b9fe03?cid=802d45d459874f0386ed3e9c79d0c6df', 'Mother Nature Goes to Heaven', 'Foot Of The Mountain', 'a-ha', 24]
['4VfVbkKRV6FxG48e6qPsgy', 'https://p.scdn.co/mp3-preview/054d8ad24215c5a0e93254e37106c7ed64f0fa0a?cid=802d45d459874f0386ed3e9c79d0c6df', 'Sunny Mystery', 'Foot Of The Mountain', 'a-ha', 22]
['1YlwJ5Xo0nfuJ8QmuSJyvG', 'https://p.scdn.co/mp3-preview/b6fe58ab0451234468e5402ffbb6eb0bfd03a842?cid=802d45d459874f0386ed3e9c79d0c6df', 'Start The Simulator', 'Foot Of The Mountain', 'a-ha', 19]
['6xpDh0dXrkVp0Po1qrHUd8', 'https://p.scdn.co/mp3-preview/fad351ddbe73fd266dbbb5bae2f4b9599fa4b52e?cid=802d45d459874f0386ed3e9c79d0c6df', "Adam's Song", 'Enema Of The State', 'blink-182', 72]
['2m1hi0nfMR9vdGC8UcrnwU', 'https://p.scdn.co/mp3-preview/2b1d13d4fa0b28f4e32f411d3ec49b57a59b326b?cid=802d45d459874f0386ed3e9c79d0c6df', 'All The Small Things', 'Enema Of The State', 'blink-182', 83]
['3HM4NePuYAqdXpAGBk7nNz', 'https://p.scdn.co/mp3-preview/a3eb5dda117b5e4a5d022475d537777d0acf7b63?cid=802d45d459874f0386ed3e9c79d0c6df', 'Always', 'blink-182', 'blink-182', 65]
['1oTo3ijRbaDAtrjJrGAPSw', 'https://p.scdn.co/mp3-preview/4a2a6857e0c0dacdff68accb033f18cd8c910c18?cid=802d45d459874f0386ed3e9c79d0c6df', 'I Miss You', 'blink-182', 'blink-182', 72]
['6EE19skJ32p58xihYj2Waa', 'https://p.scdn.co/mp3-preview/5e216bd216e32ec4fc546d02a33201efff6c881d?cid=802d45d459874f0386ed3e9c79d0c6df', "She's Out Of Her Mind", 'California', 'blink-182', 63]
['4LJhJ6DQS7NwE7UKtvcM52', 'https://p.scdn.co/mp3-preview/b3bdee2992a5d5ec9ee0e208d355912ead18fc7e?cid=802d45d459874f0386ed3e9c79d0c6df', "What's My Age Again?", 'Enema Of The State', 'blink-182', 80]
['5SlKhaPcdIfSjpoM2QtM4C', 'https://p.scdn.co/mp3-preview/f235fb919e8f738b2a093d320ca3836d5cf46217?cid=802d45d459874f0386ed3e9c79d0c6df', 'Dumpweed', 'Enema Of The State', 'blink-182', 64]
['3nqm3DdVskqbHhmb8S8hMd', 'https://p.scdn.co/mp3-preview/51ba729aabfa7500ffb95268531832a080d89ee7?cid=802d45d459874f0386ed3e9c79d0c6df', 'Aliens Exist', 'Enema Of The State', 'blink-182', 63]
['4TofVhKSYwFXRtbYo5M3h4', 'https://p.scdn.co/mp3-preview/9023f45340c3d16a3157ae9d94e6e75a568b865f?cid=802d45d459874f0386ed3e9c79d0c6df', 'Going Away To College', 'Enema Of The State', 'blink-182', 62]
['4LJhJ6DQS7NwE7UKtvcM52', 'https://p.scdn.co/mp3-preview/b3bdee2992a5d5ec9ee0e208d355912ead18fc7e?cid=802d45d459874f0386ed3e9c79d0c6df', "What's My Age Again?", 'Enema Of The State', 'blink-182', 80]
['0nGBoXoR5o9srQlP0BAZ1Y', 'https://p.scdn.co/mp3-preview/e26785212293df78eb2748a920c33a8a3a679343?cid=802d45d459874f0386ed3e9c79d0c6df', 'Dysentery Gary', 'Enema Of The State', 'blink-182', 56]
['6xpDh0dXrkVp0Po1qrHUd8', 'https://p.scdn.co/mp3-preview/fad351ddbe73fd266dbbb5bae2f4b9599fa4b52e?cid=802d45d459874f0386ed3e9c79d0c6df', "Adam's Song", 'Enema Of The State', 'blink-182', 72]
['2m1hi0nfMR9vdGC8UcrnwU', 'https://p.scdn.co/mp3-preview/2b1d13d4fa0b28f4e32f411d3ec49b57a59b326b?cid=802d45d459874f0386ed3e9c79d0c6df', 'All The Small Things', 'Enema Of The State', 'blink-182', 83]
['3AOWD3Tiswm4tIvg3aQVKu', 'https://p.scdn.co/mp3-preview/b5a25c51ee339ed2914a84f084ea420a0d1a16b0?cid=802d45d459874f0386ed3e9c79d0c6df', 'The Party Song', 'Enema Of The State', 'blink-182', 55]
['3Q0yxw9mdycjnuORDvY5E6', 'https://p.scdn.co/mp3-preview/491f4c2fd53ecc4ac5356d44f5163607a905486e?cid=802d45d459874f0386ed3e9c79d0c6df', 'Mutt', 'Enema Of The State', 'blink-182', 57]
['0GvaNolz2vhHikR26yRLmv', 'https://p.scdn.co/mp3-preview/ba2f740af7c0a35075b72d868387e57990e5b0b9?cid=802d45d459874f0386ed3e9c79d0c6df', 'Wendy Clear', 'Enema Of The State', 'blink-182', 53]
['0k4jXQdPD1NkxQutE3IB1C', 'https://p.scdn.co/mp3-preview/9dfbc87fc8e972ae027fc744c73fbb7c3c8443b5?cid=802d45d459874f0386ed3e9c79d0c6df', 'Anthem', 'Enema Of The State', 'blink-182', 54]
['30qeEn35lLpqH0sFHMUgHS', 'https://p.scdn.co/mp3-preview/2ccc394191b95c1d93814533b052df234d851400?cid=802d45d459874f0386ed3e9c79d0c6df', 'Soul Man', 'This Is Soul', 'Blues & The Brothers', 3]
['0pGc4lYtl4262m0o6bLpXN', 'https://p.scdn.co/mp3-preview/f27efa0d0f668cd076cbdbb920dba3d843a7812d?cid=802d45d459874f0386ed3e9c79d0c6df', 'Everybody Needs Somebody to Love', 'The Best of ( : Blues Brothers 4 Trinity ; )', 'Flash & the Pain feat. Jake B. Curley & Helmood Blues', 0]
['19hWhcj6xLgJR5OIqi1dXo', 'https://p.scdn.co/mp3-preview/69de3a2b25feebda244502549fe5b39b1c888d93?cid=802d45d459874f0386ed3e9c79d0c6df', 'She Caught the Katy', 'The Best of ( : Blues Brothers 4 Trinity ; )', 'Flash & the Pain feat. Dee Jay Pat & Helmood Blues', 0]
['57SOjvJsxiJfmSczgVz9Am', 'https://p.scdn.co/mp3-preview/d379bac2b36250aa5e6486f99ce7ebe3b42b8ba6?cid=802d45d459874f0386ed3e9c79d0c6df', 'Rubber Biscuit', 'The Best of ( : Blues Brothers 4 Trinity ; )', 'The Original Brothers feat. Helmood Blues & Jake B. Curley', 1]
['02kjTaV8mc32fj3oY6Ag2R', 'https://p.scdn.co/mp3-preview/a682e96ee50a4433134d8bd20120ecebb567255a?cid=802d45d459874f0386ed3e9c79d0c6df', 'Going Back to Miami', 'The Best of ( : Blues Brothers 4 Trinity ; )', 'The Original Brothers feat. Jake B. Curley & Helmood Blues', 0]
['30rlTtRH4J0IcOd11P5DDE', 'https://p.scdn.co/mp3-preview/1b46e84d9e02466bfbab9b2dbc5a9810f99eae59?cid=802d45d459874f0386ed3e9c79d0c6df', 'Bend Down Low - B Is Version', 'B Is For Bob', 'Bob Marley & The Wailers', 31]
['7BfW1eoDh27W69nxsmRicb', 'https://p.scdn.co/mp3-preview/ef4a9148e1e9183a4722960d2caf9a4ec8ab6df2?cid=802d45d459874f0386ed3e9c79d0c6df', 'Buffalo Soldier', 'Confrontation', 'Bob Marley & The Wailers', 74]
['5O4erNlJ74PIF6kGol1ZrC', 'https://p.scdn.co/mp3-preview/cd547cf59938b97baeaf33c2bb86febeaf021243?cid=802d45d459874f0386ed3e9c79d0c6df', 'Could You Be Loved', 'Uprising', 'Bob Marley & The Wailers', 80]
['562DSyfYotTcuq1Y1MTz8X', 'https://p.scdn.co/mp3-preview/fa976df49813d8e1aec42a77cb6024517228cb6b?cid=802d45d459874f0386ed3e9c79d0c6df', 'High Tide Or Low Tide - B Is Mix', 'B Is For Bob', 'Bob Marley & The Wailers', 36]
['6JRLFiX9NJSoRRKxowlBYr', 'https://p.scdn.co/mp3-preview/249b8316a8dad44e02bba9c09a2a31161260a53c?cid=802d45d459874f0386ed3e9c79d0c6df', 'Is This Love', 'Kaya', 'Bob Marley & The Wailers', 77]
['5LyfiK6iXEIBNEtcaGKohl', 'https://p.scdn.co/mp3-preview/ccc7b905c4db6b37e6fe4361959f8cd576d823fa?cid=802d45d459874f0386ed3e9c79d0c6df', 'Jamming', 'Exodus', 'Bob Marley & The Wailers', 75]
